location_name,year,age_group,sex_name,val_total,val_hbm,percent_hbm,percent_change_from_2015
Brazil,2015.0,40 and above,Female,42867.05890499648,4474.098695054659,10.437148732247572,0.0
Brazil,2015.0,40 and above,Male,23705.034572989145,2066.6364949670524,8.718133224415942,0.0
Brazil,2016.0,40 and above,Female,44782.839527320146,4724.616306571929,10.550059702421589,1.081818158106312
Brazil,2016.0,40 and above,Male,24637.98548124171,2193.044983359759,8.901072634487296,2.0983782349071602
Brazil,2017.0,40 and above,Female,46479.481327280206,4957.392038890608,10.665764542387365,2.1904048318621796
Brazil,2017.0,40 and above,Male,25479.538939229053,2314.1998732770726,9.082581434446846,4.180346877588806
Brazil,2018.0,40 and above,Female,48348.15113845926,5215.247708934536,10.78686068883819,3.3506464798198876
Brazil,2018.0,40 and above,Male,26442.405658649885,2449.673945804975,9.264187144801758,6.26342711598558
Brazil,2019.0,40 and above,Female,50437.14820257391,5493.507420189632,10.891788326583637,4.355975046435516
Brazil,2019.0,40 and above,Male,27502.628920451934,2594.7423487725023,9.434524809528153,8.217258978170804
Brazil,2020.0,40 and above,Female,52120.95034934195,5746.450627561508,11.025222274432414,5.634427153154161
Brazil,2020.0,40 and above,Male,28374.084855684312,2733.6063523151174,9.634165705145136,10.507209022268214
Brazil,2021.0,40 and above,Female,53679.77764735127,5995.638718180841,11.169268914579204,7.014561170998809
Brazil,2021.0,40 and above,Male,28971.71775020336,2846.0630248376287,9.82359088741865,12.679981305020338
Global,2015.0,40 and above,Female,1294236.5115928438,94410.77314367106,7.294707906785735,0.0
Global,2015.0,40 and above,Male,659158.7145054323,38277.03320589176,5.80695246282393,0.0
Global,2016.0,40 and above,Female,1344397.4739408705,99410.12359705924,7.394399760783211,1.3666325680393494
Global,2016.0,40 and above,Male,684600.3512178257,40519.62724469761,5.918727206700644,1.9248434457195016
Global,2017.0,40 and above,Female,1393438.8982631527,104654.1089471291,7.510491423597754,2.958083031827653
Global,2017.0,40 and above,Male,712352.4527353526,42891.94612926965,6.021169150828279,3.6889692033086683
Global,2018.0,40 and above,Female,1443039.1317287255,109911.6864092311,7.616680933493438,4.413789158140171
Global,2018.0,40 and above,Male,740463.3659633964,45358.90417363097,6.125745885431584,5.4898576258126335
Global,2019.0,40 and above,Female,1492164.8796026194,115420.40271074403,7.735097125559061,6.037105589432352
Global,2019.0,40 and above,Male,770256.2120089147,47897.16575107305,6.218342027538067,7.084431418163825
Global,2020.0,40 and above,Female,1538093.1760603325,120654.37689193292,7.844412729336509,7.535665986562987
Global,2020.0,40 and above,Male,794199.802271809,50267.41080938314,6.329315452559064,8.995475562772356
Global,2021.0,40 and above,Female,1596273.70891838,126629.24748874738,7.932802926043942,8.747369016169012
Global,2021.0,40 and above,Male,822746.962202901,52622.07741453386,6.39590054196475,10.142119862548576
India,2015.0,40 and above,Female,91345.32850396402,2363.321167306722,2.5872381281152914,0.0
India,2015.0,40 and above,Male,56430.832698118735,881.9681060371394,1.562918822685638,0.0
India,2016.0,40 and above,Female,95645.90485711183,2577.787748471759,2.695136558457772,4.170409718763709
India,2016.0,40 and above,Male,58109.88827746273,944.7131723156084,1.625735654153727,4.019199881421074
India,2017.0,40 and above,Female,101435.19068936132,2835.5972573874815,2.7954768341406417,8.048687276305898
India,2017.0,40 and above,Male,60800.21639051742,1030.1460550527274,1.694313139341708,8.406982803514303
India,2018.0,40 and above,Female,106770.7892603406,3085.211670483699,2.8895652938941825,11.685324303686162
India,2018.0,40 and above,Male,63863.84643419144,1119.551577838484,1.7530287327621692,12.16377378767863
India,2019.0,40 and above,Female,112101.86325490497,3340.823597794359,2.980167769555947,15.187223671865516
India,2019.0,40 and above,Male,66935.08856190571,1205.0158364095068,1.8002752551750698,15.186740926286294
India,2020.0,40 and above,Female,116837.83937553134,3587.944139208695,3.0708751192125323,18.69317655153578
India,2020.0,40 and above,Male,69214.17713673582,1283.296926427324,1.8540954751107008,18.630311964937498
India,2021.0,40 and above,Female,119464.49454271371,3789.898147029492,3.172405459493606,22.617451599037302
India,2021.0,40 and above,Male,69860.68791251973,1345.4072739239834,1.9258431517432468,23.220932769494613
Japan,2015.0,40 and above,Female,112504.4567860787,2411.029285714989,2.1430522439652626,0.0
Japan,2015.0,40 and above,Male,40218.407634840245,651.367562739898,1.6195757143195142,0.0
Japan,2016.0,40 and above,Female,116734.54791106138,2562.3873881200425,2.1950548779032357,2.426568651530085
Japan,2016.0,40 and above,Male,42187.32004244833,702.5353060823661,1.6652759771786505,2.8217429080392127
Japan,2017.0,40 and above,Female,120436.72830113802,2721.9016942132653,2.2600262665783037,5.458290759939924
Japan,2017.0,40 and above,Male,44393.60265420795,762.8111921148529,1.7182908043227894,6.095120415210201
Japan,2018.0,40 and above,Female,123789.99948253066,2885.2875320960666,2.3307921028816554,8.760395806731248
Japan,2018.0,40 and above,Male,46440.90552367724,822.9929071812301,1.7721293284465325,9.419356735113533
Japan,2019.0,40 and above,Female,126799.40082215508,3045.569158114172,2.401879771013897,12.07751830490744
Japan,2019.0,40 and above,Male,48214.37931328624,877.0177616534994,1.8189962707076128,12.313135756786016
Japan,2020.0,40 and above,Female,129261.91301405472,3220.102528760311,2.491145654335308,16.24288028209581
Japan,2020.0,40 and above,Male,49796.22881869438,929.0305347912426,1.8656644425299695,15.19464178393492
Japan,2021.0,40 and above,Female,136073.82359880547,3526.589162470832,2.5916734528372514,20.933750455001068
Japan,2021.0,40 and above,Male,51523.10463818056,982.7042130298304,1.907307837776549,17.765895160877324
Netherlands,2015.0,40 and above,Female,8289.664659029435,720.274277862847,8.688822859418027,0.0
Netherlands,2015.0,40 and above,Male,3778.6023675117062,252.21292298190855,6.674767505319604,0.0
Netherlands,2016.0,40 and above,Female,8483.767672555394,746.8777280215013,8.80360892528466,1.3210772934818682
Netherlands,2016.0,40 and above,Male,3919.8555997706862,264.4290506473548,6.745887543990754,1.065505856413271
Netherlands,2017.0,40 and above,Female,8641.279383318113,772.2797087110308,8.93709917772023,2.8574217971665776
Netherlands,2017.0,40 and above,Male,4049.5014529285927,276.46327932020216,6.827094212307651,2.2821275327814345
Netherlands,2018.0,40 and above,Female,8795.270960396834,797.5936092605557,9.068437036811533,4.368994322194441
Netherlands,2018.0,40 and above,Male,4167.20638047738,287.90525298033583,6.908831161545555,3.5066937693246785
Netherlands,2019.0,40 and above,Female,8895.558878010053,817.3316717404775,9.188086807687068,5.746048185662765
Netherlands,2019.0,40 and above,Male,4292.3765149380515,298.8958611778002,6.963411996538564,4.324412662896777
Netherlands,2020.0,40 and above,Female,9013.599534962876,842.4578324547762,9.34651943640234,7.569455467393041
Netherlands,2020.0,40 and above,Male,4421.121806835757,310.90510199678147,7.032267274701022,5.355988341114512
Netherlands,2021.0,40 and above,Female,9089.474065841829,861.9880436931467,9.483365456011269,9.144421625905496
Netherlands,2021.0,40 and above,Male,4534.187462173229,321.6415976427213,7.093698712857342,6.276341568509484
Nigeria,2015.0,40 and above,Female,7012.988618221839,518.334143879139,7.391059248725316,0.0
Nigeria,2015.0,40 and above,Male,4324.3064749136665,237.66883042033243,5.496114389650827,0.0
Nigeria,2016.0,40 and above,Female,7247.198173588111,552.9007065595517,7.629165000269461,3.221537583874863
Nigeria,2016.0,40 and above,Male,4410.439915923959,248.5236479534976,5.634894765399689,2.5250634522852202
Nigeria,2017.0,40 and above,Female,7487.68279740204,589.8716204162158,7.877892752359653,6.5867893525315395
Nigeria,2017.0,40 and above,Male,4538.837429879784,263.6805548153267,5.809429372364864,5.700663423308818
Nigeria,2018.0,40 and above,Female,7775.230366749858,624.5873478623595,8.03303977375843,8.685906896820397
Nigeria,2018.0,40 and above,Male,4587.205724065114,277.54170376818325,6.050343508950585,10.0840171802714
Nigeria,2019.0,40 and above,Female,8052.081668026984,666.6264643422932,8.278933222812652,12.01281094100905
Nigeria,2019.0,40 and above,Male,4711.321645393303,292.22625033126195,6.202638502022012,12.854974665403049
Nigeria,2020.0,40 and above,Female,8258.731299032734,701.6802655610729,8.496223453150172,14.952717428363949
Nigeria,2020.0,40 and above,Male,4740.410686989927,306.38619363616414,6.463283750436267,17.59732953532805
Nigeria,2021.0,40 and above,Female,8513.576177919813,743.0017148190357,8.72725749193424,18.078575725656226
Nigeria,2021.0,40 and above,Male,4799.928916677972,321.1502031774077,6.690728316028388,21.735608862636074
United States of America,2015.0,40 and above,Female,139116.0534646853,17611.129819070833,12.659308095985796,0.0
United States of America,2015.0,40 and above,Male,68949.812429001,8661.899517597949,12.56261505644744,0.0
United States of America,2016.0,40 and above,Female,141857.82431111197,18165.897466647253,12.80570709078913,1.1564533676983246
United States of America,2016.0,40 and above,Male,71086.94209442507,9025.119041163489,12.69588868962092,1.0608749259182422
United States of America,2017.0,40 and above,Female,144616.75525628135,18780.951391311024,12.986705003876295,2.5862148658370594
United States of America,2017.0,40 and above,Male,73243.62923886164,9407.901143519388,12.844668186550944,2.2451784826340577
United States of America,2018.0,40 and above,Female,147237.82516964953,19389.02688636015,13.168509426174854,4.0223472430576415
United States of America,2018.0,40 and above,Male,75396.13332169497,9787.19515258999,12.981030619741023,3.330640646183318
United States of America,2019.0,40 and above,Female,149442.98752860937,19909.022352263015,13.322152267901918,5.2360221181938575
United States of America,2019.0,40 and above,Male,77402.68459893258,10140.538614477644,13.101016672769884,4.2857447585813215
United States of America,2020.0,40 and above,Female,151278.0867946294,20363.88055586812,13.461222961864603,6.334586849443139
United States of America,2020.0,40 and above,Male,79066.28296277284,10440.581538424278,13.204846803459914,5.1122456918941
United States of America,2021.0,40 and above,Female,153357.80707612354,20829.632356480193,13.58237493976476,7.291605803256052
United States of America,2021.0,40 and above,Male,80466.24115350048,10694.54233992976,13.290719420493922,5.795802552055442
